PlayerId,DraftSeason,CollegePosition,ProPosition,FirstName,LastName,Hgt,Wgt,Age,Forty,Arm,Hand,Wing,Test,TestAttempt,TenYard,TwentyYard,ThreeCone,VJ,BJ,TwentyShuttle,SixtyShuttle,BP,BodyFat,LeanMass,IndyInvite
48418,2013,DC,DC,MARK,FOLKERTS,72.25,191,23.7,4.63,31.75,8.875,74.75,13,26,1.64,2.68,7.15,NULL,NULL,4.52,12.1,2,NULL,NULL,N
56191,2012,WR,WR,JOSHUA,HARLEY,75.13,219,22.2,4.5,34.125,10.125,81.625,21,50,1.57,2.57,6.95,36.5,10.05,4.14,11.28,19,6.4,202.883,Y
70345,2012,DS,DS,GERALD,BLACK,70.5,209,23.1,4.74,31.625,9.25,73,23,40,1.68,2.72,7.18,36,10.01,4.5,NULL,21,NULL,NULL,N
18539,2012,DS,DS,PATRICK,BRIDGES,73.63,208,24,4.67,31.5,9.375,75,17,49,1.71,2.74,7.2,33.5,10.03,4.41,12.2,11,NULL,NULL,N
16287,2013,RB,RB,NIHJA,SINGLETARY,71,230,22.9,4.6,31,9.5,73.5,17,35,1.67,2.66,7.33,33.5,9.07,4.54,11.77,NULL,14,198.952,Y
92057,2013,DS,DS,EARNEST,ESKRIDGE,72.25,189,21.7,4.52,30.25,10,74.25,13,47,1.57,2.65,6.94,30.5,9.09,4.33,11.66,10,NULL,NULL,N
78008,2012,DS,DS,ALLEN,COXSON,72,208,23.4,4.57,32,9.125,76.25,19,36,1.6,2.59,6.98,39.5,9.08,4.32,11.85,16,NULL,NULL,N
79631,2013,WR,WR,CORY,BERSIN,73.38,203,NULL,4.66,30.5,9.875,72.375,10,43,1.65,2.69,7.22,31,9.05,4.22,11.68,8,NULL,NULL,N
21945,2012,WR,WR,AUSTIN,FAKES,72.25,199,23.2,4.49,31.125,8.5,75,11,20,1.67,2.73,7.08,36,10.03,4.28,11.75,9,NULL,NULL,N
54371,2013,RB,RB,RONALD,CARLSON,66.5,172,23.2,4.85,28.25,8.875,69.75,6,22,1.73,2.85,7.08,30,9.05,4.31,12.08,14,NULL,NULL,N
13382,2013,DS,DS,JON,HOWLEY,73.13,207,21.9,4.53,32,10.25,77,11,40,1.64,2.66,6.64,34.5,10.03,4.1,NULL,NULL,13.5,177.487,Y
95288,2014,DT,DE,RORY,MCGRATH,75.75,297,22.3,5,33.5,9.375,80.375,20,30,1.84,2.92,7.66,23.5,8.06,4.66,NULL,27,23.8,226.652,Y
34182,2013,DT,DT,BRANDON,MOSES,75.5,302,23.4,5.41,33.375,10.5,80.5,13,28,1.94,3.1,7.88,26,8.02,4.71,NULL,28,NULL,NULL,N
70195,2015,WR,WR,JEROD,KERSEY,74.88,211,22.1,4.58,32.75,8.375,77.875,29,45,1.62,2.72,6.78,39.5,10.07,4.37,11.49,17,NULL,NULL,N
26244,2012,QB,QB,JERMAINE,BURNETTE,73.13,223,23.4,4.79,30.75,9.125,74,22,NULL,1.68,2.78,6.78,33,9.07,4.33,11.77,NULL,NULL,NULL,N
95757,2012,DC,DC,JACKSON,STANLEY,68.88,180,23.4,NULL,29.5,8.375,71.75,18,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
96243,2015,WR,WR,AVERY,JONES,67.5,175,22.9,4.54,28.375,8.25,69.875,16,26,1.55,2.61,7.09,37,10.05,4.29,11.72,22,NULL,NULL,N
53581,2015,WR,WR,NIKITA,BEASLEY,70.88,184,23.7,4.66,29.75,8.875,70.75,34,49,1.67,2.71,6.85,32,9.02,4.31,11.4,12,NULL,NULL,N
10081,2015,DT,DT,ROBERT,LEWIS,75.88,336,21.3,5.28,33.125,10.125,79.625,16,17,1.9,3.03,7.62,24.5,NULL,4.82,NULL,19,26.6,247.086,Y
17686,2012,DE,OLB,ZACHARY,WILLIAMS,73.88,247,23.2,4.73,32.125,10.375,77.25,25,32,1.63,2.71,7.31,37,9.09,4.36,12.45,27,NULL,NULL,N
98947,2013,DC,DC,DA'RICK,LONG,71.75,187,22.7,4.42,32,9.75,76,14,21,1.56,2.57,7.08,34,9.09,4.16,11.62,12,NULL,NULL,N
31837,2015,DS,DS,CHRISTOPHER,WILLIAMS,67.63,181,21.4,4.49,29.625,8.5,71.5,19,38,1.58,2.67,7.31,35.5,10.04,4.59,12.14,16,NULL,NULL,N
84787,2012,WR,WR,JORDON,POTTER,71,188,21.7,4.33,31.375,8.25,74.625,13,22,1.58,2.51,6.98,33,10.04,4.42,11.96,6,NULL,NULL,N
23539,2012,DC,DC,KASIMILI,GILDON,69.13,189,23.3,4.67,30,8.875,72.25,NULL,NULL,1.67,2.73,6.99,NULL,NULL,4.31,11.32,18,NULL,NULL,N
38248,2014,OT,OG,JUSTIN,DAVIS,73.25,305,23.4,5.34,31.75,9.375,75,27,39,1.85,3.13,8,23.5,8.01,5,NULL,30,NULL,NULL,N
39199,2015,PT,PT,SHAQUILLE,FORTENBERRY,68.5,210,22.3,NULL,30.125,7.75,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
10004,2012,WR,WR,RICHARD,HARRIS,73.13,200,23,4.54,33.25,9.25,80.5,18,23,1.6,2.66,6.85,34,10.02,4.34,11.28,8,NULL,NULL,N
25369,2015,DT,DT,JE'RON,WILSON,74.25,307,21.8,5.05,32.625,10.125,79.75,18,25,1.71,2.9,7.67,34,9.06,4.69,NULL,26,17.8,252.45,Y
27034,2015,DT,DT,ROBERT,GLOVER,76.63,320,23.2,5.08,34.625,11,84.75,19,35,1.74,2.92,7.91,33,8.07,4.47,NULL,28,21.5,251.716,Y
47053,2014,DC,DC,MATTHEW,GREEN,71.88,176,NULL,4.74,31,9.375,76.375,NULL,NULL,1.66,2.74,7.65,31,9.11,4.66,13.21,8,NULL,NULL,N
50084,2015,FB,FB,MYCHAL,WILSON,74,256,23.9,4.86,32.125,9,77.625,33,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
99104,2014,DT,DT,DANIEL,SANDERS,74.38,331,22.8,5.39,33,9.875,78.25,23,42,1.86,3.08,8.29,25.5,8.01,4.94,NULL,24,25.7,245.847,Y
33793,2013,RB,RB,AUSTIN,NELSON,70.5,184,22.4,NULL,30,9.5,74.875,19,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
17546,2014,TE,TE,DONALD,BURDEN,75.75,229,22.9,4.86,33.875,9.375,80.25,24,43,1.74,2.86,7.56,29.5,9.05,4.6,12.54,14,NULL,NULL,N
50449,2014,PT,PT,JAKE,FORST,74.5,216,22.1,4.84,31.125,9.875,76.375,21,33,1.7,2.84,NULL,27,9.01,NULL,NULL,12,8,198.364,Y
23663,2015,OG,OG,ROBERT,DUNNACHIE,77.25,319,23.2,5.01,33,10.375,82,22,26,1.74,2.92,7.31,27,8.1,4.72,NULL,20,NULL,NULL,N
43757,2014,OC,OG,JORDAN,IRWIN-HILL,77.5,302,22.9,5.28,33.5,9.5,80.25,25,42,1.86,3.12,7.65,27,8.03,4.76,NULL,26,NULL,NULL,N
21421,2012,DC,DC,BOBBY,TURBIN,70.38,184,23.3,4.53,32.25,9,78.125,15,40,1.62,2.69,6.81,36,9.09,4.07,11.28,NULL,9.7,169.678,Y
79656,2013,DT,DT,ROBERT,ANTHONY,73.25,288,26.2,5.08,33.375,9.75,77.5,15,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
10691,2012,DS,DS,ANDRE,CUNNINGHAM,72.13,207,22.9,4.54,32.75,9.25,78,23,28,1.63,2.71,6.78,35,10.02,4.22,11.95,20,13.9,183.817,Y
56129,2014,DE,OLB,KOLTON,LEWIS,74,261,24.3,4.84,33.75,9.375,81.25,19,30,1.67,2.86,7.8,25.5,9.06,4.7,NULL,17,10.6,233.979,Y
45206,2015,WR,WR,DREW,MARK,66.63,171,23.8,4.43,27.875,8.75,67.25,25,40,1.56,2.59,6.75,33,9.06,4.24,11.89,16,NULL,NULL,N
77147,2015,WR,WR,DYLAN,FEBIS,71.75,211,24.3,4.55,31,9.25,75.875,18,20,1.66,2.6,7.51,34,9.1,4.5,12.52,17,7.7,195.144,Y
17971,2015,TE,TE,JACKSON,ZYCHLINSKI,74.5,243,23.1,5,31.375,9,75.875,12,25,1.67,2.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
91474,2014,WR,WR,KEVIN,ADAMS,72.38,199,23.4,4.65,31,9.625,75.25,17,24,1.58,2.59,6.68,35.5,9.11,4.11,11.63,8,6.9,186.11,Y
96284,2014,DS,DS,ALEXANDER,MCNUTT,71.63,196,23.9,4.75,31.25,8.375,74.75,15,28,1.54,2.73,7.31,34,9.08,4.37,NULL,NULL,NULL,NULL,N
90393,2013,PK,PK,RODRICK,TREADWELL,72,174,23.5,NULL,29.75,9.25,72.125,18,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
10164,2012,WR,WR,RICHARD,MORRIS,72,159,23.1,4.53,30.625,8.375,73.5,9,41,1.65,2.67,6.94,30.5,10,4.19,11.51,NULL,NULL,NULL,N
16973,2014,DE,DE,DAMIAN,EVANS,76,273,22.4,4.87,34.25,9.5,81.125,10,33,1.71,2.82,6.83,31,9.06,4.45,NULL,22,20.5,217.517,Y
20009,2013,TE,TE,JOSEPH,SURRATT,77.63,275,22.4,5.26,33.375,9.875,81.125,34,45,1.91,3.13,7.89,25.5,8.02,4.77,13.18,10,NULL,NULL,N
18787,2015,WR,WR,GERRARD,TOMLINSON,72.88,191,23.4,4.63,30.875,8.75,75.75,18,42,1.62,2.63,7.15,32,9,4.36,12.26,13,8,176.245,Y
70512,2014,OLB,OLB,MARCUS,KOUANDJIO,77.38,250,23.4,4.84,34.125,11.125,81.125,28,50,1.68,2.73,6.78,35.5,9.1,4.2,11.47,19,13.1,217.971,Y
20954,2014,QB,QB,DANIEL,HUNTER,73.88,228,22.8,4.87,31.875,9.75,78,20,33,1.75,2.84,7.46,26,NULL,4.53,NULL,NULL,NULL,NULL,N
23718,2013,RB,RB,RICHARD,LIPFORD,68.13,195,21.9,4.45,30.125,9.125,70.75,22,31,1.59,2.51,7.15,35,9.1,4.15,12.04,17,11.7,172.746,Y
25197,2014,RB,RB,TAYLOR,SWEAT,71.75,206,22.6,4.36,31.5,9.5,77.875,13,34,1.58,2.56,8.86,37,10.06,4.36,11.64,18,NULL,NULL,N
28206,2014,DE,OLB,STANLEY,WIGGS,73.38,240,22.8,4.61,32,9.875,76.375,19,NULL,1.61,2.31,NULL,35.5,9.06,NULL,NULL,26,NULL,NULL,N
15051,2012,TE,TE,DOMINIC,TARPLEY,75.25,251,23.1,4.81,32.5,8.75,78,22,39,1.57,2.71,7.15,38,9.11,4.33,11.67,17,NULL,NULL,N
63362,2015,RB,RB,BRODERICK,FISCHER,70.38,184,23.3,4.29,31.125,9.5,74.375,15,23,1.59,2.57,7.25,34.5,9.08,4.59,12.1,9,NULL,NULL,N
70380,2013,RB,RB,MICHAEL,ALFORD,66.38,172,22.1,4.52,28.625,8.375,70.375,14,24,1.58,2.61,6.94,43,10.09,4.19,11.23,15,NULL,NULL,N
49651,2015,OLB,ILB,GREGORY,SALUBI,72.63,223,24.1,4.61,31,9.25,75.625,38,41,1.63,2.74,7.33,35.5,9.11,4.66,11.9,17,NULL,NULL,N
43793,2014,OT,OT,CLAYTON,ANDERSON,79,290,22.6,NULL,31.5,9.875,76.875,25,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
15653,2014,FB,FB,JAMES,HAYES,70.75,246,21.9,5.09,31.375,8.75,76.75,18,34,1.87,3,7.75,27,8,4.58,12.39,30,NULL,NULL,N
48347,2013,WR,RS,MAX,BLASH,67,173,21.5,4.51,29.875,9.125,69.625,21,30,1.59,2.56,6.81,32,9.09,4.37,11.29,7,4.1,165.809,Y
74650,2013,QB,QB,JUSTIN,HOPKINS,74.13,215,23.7,4.95,31.375,9,74.25,20,50,1.74,2.84,7.22,28.5,9.04,4.39,NULL,NULL,15,182.791,Y
33694,2015,OLB,ILB,STEPHEN,WORTON,71.5,226,23,4.75,30.75,8.75,73.625,17,30,1.62,2.73,7.14,35,9.11,4.39,11.78,20,NULL,NULL,N
18961,2014,OC,OC,QUENTIN,KASPAREK,74.63,306,24.6,5.3,32.375,10.125,78,35,41,1.8,3.01,7.6,26,8.07,4.46,NULL,23,26.8,223.965,Y
77485,2013,LS,LS,ALEX,SUDFELD,77.13,258,22.8,5.09,32.75,9.25,78,21,32,1.78,2.93,NULL,NULL,8.1,NULL,NULL,24,23.2,198.071,Y
73757,2012,OLB,ILB,DAMIEN,JOSE,73.25,242,22.5,4.44,33.5,9.75,78.125,17,20,1.58,2.59,7.27,33.5,9.08,4.39,12.15,22,16.3,204.164,Y
44842,2012,WR,WR,BREY,WOODS,70.25,180,NULL,4.54,28.875,8.375,69.75,25,31,1.59,2.64,6.65,37,10.01,4.06,10.94,10,NULL,NULL,N
10266,2015,WR,WR,CAMERON,ALEXANDER,70.75,182,21.4,4.55,31.875,9.125,76,22,49,1.61,2.64,7.09,35,10,4.46,11.47,11,NULL,NULL,N
34360,2014,OT,OT,ROBERT,WILBER,79,309,23.4,5.41,34.875,10.5,85.5,NULL,NULL,1.82,3.15,7.65,28.5,8.08,4.77,NULL,22,NULL,NULL,N
95665,2014,WR,WR,NICHOLAS,WILLIAMS,74.88,219,22.9,4.4,32.5,9,78.875,32,50,1.56,2.53,6.64,37.5,10.03,3.98,10.92,20,3.8,210.905,Y
92572,2012,OG,OG,DONTE',CHILDERS,76.38,324,23.1,5.41,33.25,9.375,81,18,22,1.86,3.12,7.92,23,7.01,4.8,NULL,16,24.2,246.12,Y
13188,2015,DS,DS,THOMAS,WESTBROOKS,69.88,200,22,4.56,31,9.75,76.125,20,28,1.56,2.62,6.95,33,9.01,4.4,11.61,21,10.7,179.192,Y
80644,2013,RB,RB,PETER,GRIFFIN,70,198,23.3,4.45,31.75,9,75.25,21,45,1.53,2.56,6.94,39,10.09,4.27,NULL,19,NULL,NULL,N
52059,2014,WR,WR,CLIFTON,MICHAEL,69.63,185,22.6,4.69,30.625,9.875,74.375,29,40,1.66,2.67,7.7,37.5,10.01,4.36,11.7,13,NULL,NULL,N
66126,2012,OT,OT,EATHYN,WADE,77.38,303,23,5.09,33,10,79,22,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.4,219.055,Y
86146,2012,OT,OLB,JAMES,LOCKETT,74.25,268,23.7,NULL,33,10.125,79.75,21,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
94849,2012,DT,DT,JONTE,SMITH,75.88,314,22.9,5.43,33.75,10,83.375,28,34,1.9,3.13,8.25,26,7.03,5.01,NULL,21,NULL,NULL,N
73272,2013,DS,DS,JAMES,CURNELIUS,73.38,210,23.7,4.68,33,10,78.5,18,34,1.68,2.78,6.87,36,10.02,4.21,11.7,19,NULL,NULL,N
98563,2014,DE,OLB,ONTERIO,JOURNELL,76,261,23.2,5.02,34.5,10.625,82.25,24,35,1.75,2.9,7.48,32.5,9.06,4.55,NULL,26,NULL,NULL,N
56970,2012,RB,RB,MARQUESS,KING,68.75,185,23.2,4.45,30.125,9.625,71,14,31,1.54,2.59,6.77,38,10.04,4.27,10.98,19,NULL,NULL,N
82550,2013,QB,QB,DAVID,HUBERT,74.38,218,22.6,4.58,32.5,9.25,76.375,27,46,1.66,2.67,NULL,33.5,10.04,NULL,NULL,NULL,14.8,185.835,Y
63571,2014,OT,OG,JASON,MARTIN,75.13,314,26.7,5.21,32.5,10.125,80,23,30,1.81,3.07,7.88,28,8.07,4.82,NULL,27,NULL,NULL,N
62999,2012,TE,TE,TYREQUEK,MITCHELL,75.13,255,24.2,4.79,31,9.25,74,14,26,1.73,2.71,7.41,30,9.01,4.67,12.83,22,NULL,NULL,N
67889,2015,WR,WR,JACOB,HOPKINS,72.88,202,24.3,4.73,31,9.375,77,16,38,1.64,2.73,7.1,33.5,9.07,4.48,11.94,13,NULL,NULL,N
71138,2015,ILB,ILB,JOE,EAGAN,74.25,237,22.8,4.95,31.25,9.25,76,22,31,1.85,2.89,7.18,31,9.03,4.5,11.89,26,NULL,NULL,N
37447,2014,OG,OG,GREG,CARTER,77,333,NULL,5.47,34,9.875,82.75,NULL,NULL,1.9,3.11,7.98,25,9,4.95,NULL,20,NULL,NULL,N
21210,2015,ILB,ILB,BRANDON,BARROW,72.13,230,23.1,4.89,32.75,8.875,78,16,38,1.72,2.81,7.51,27.5,8.11,4.58,12.01,11,NULL,NULL,N
96383,2015,DE,OLB,JOSHUA,DIEUSEUL,74.88,271,21.9,4.77,34.375,10.125,83.875,19,24,1.65,2.72,7.08,38.5,9.1,4.05,11.22,19,12.7,236.591,Y
92974,2015,OC,OC,ROBERT,BALLENTINE,75.38,301,23.6,5.23,32.25,9,77.25,19,30,1.73,2.99,7.63,26,8.01,4.8,NULL,23,NULL,NULL,N
69322,2015,DC,DC,ANDREW,ROBINSON,71.63,184,22.8,4.44,29.625,8.125,73.25,12,28,1.56,2.55,6.86,36,10.04,4.38,11.33,13,NULL,NULL,N
62157,2015,DS,DC,JEREMY,CHARLES,72.75,201,22.6,4.67,33,9.25,78.375,17,25,1.56,2.67,7.28,33,10.02,4.28,11.65,17,NULL,NULL,N
35105,2013,DE,OLB,SAM,DENTON,76.88,223,23,4.53,34.875,9.625,81.75,15,22,1.66,2.61,6.99,34.5,10.08,4.4,11.27,11,NULL,NULL,N
55786,2013,LS,LS,GEORGE,FRIEND,72.75,236,23.9,5.32,30.625,8.75,74.125,34,48,1.77,3.02,NULL,29,8.06,NULL,NULL,17,NULL,NULL,N
88241,2012,OG,OG,DAN,ZUMWALT,75.25,345,22.7,5.89,33.125,9.75,79,8,23,2.1,3.35,8.35,23.5,7,5.02,NULL,21,NULL,NULL,N
51960,2014,RB,RB,RIDGE,ALSTON,70.75,202,NULL,4.6,30,8.875,70.5,25,38,1.68,2.7,7.2,35.5,9.11,4.22,11.32,21,NULL,NULL,N
26545,2015,LS,LS,TAYLOR,DOWLING,76,242,22.2,5.38,31,9.75,77,37,42,1.91,3.11,7.56,28,8.11,4.9,NULL,14,NULL,NULL,N
89152,2012,QB,QB,GARTH,VEREEN,75.75,217,28.6,4.87,31.75,9.625,76.5,27,44,1.66,2.85,7.46,32,8.06,4.59,NULL,NULL,18.7,179.746,Y
34059,2013,OC,OC,JOSHUA,BUFORD,73.5,289,23.3,4.96,31.5,9.875,75.625,22,38,1.69,2.86,7.4,28.5,8.09,4.53,NULL,30,NULL,NULL,N
89856,2013,DS,DS,ANTHONY,JONES,68.25,197,22.8,4.59,29.25,9.25,72.25,27,32,1.44,2.61,7.06,43.5,10.08,4.16,11.81,29,NULL,NULL,N
55628,2012,DC,DC,SCOTT,JACOBSON,69,173,22.7,4.39,30.625,8.75,71.625,17,22,1.58,2.56,6.98,37.5,10,4.25,11.32,16,NULL,NULL,N
74411,2015,RB,ILB,TROY,BLAKE,69.88,232,22.5,4.73,31.25,9.375,76.25,17,26,1.66,2.69,6.9,36,9.11,4.34,11.58,25,NULL,NULL,N
93851,2013,RB,RB,BRAXSTON,RUSSELL,70.25,168,23.7,4.25,31,9,74.75,11,17,1.51,2.49,6.89,34,10.01,4.32,11.12,10,4.9,160.014,Y
88392,2012,DE,OLB,TAUREN,MATTHEWS,74.88,262,21.6,4.69,33,10.125,80,20,34,1.66,2.75,7.39,34.5,10.02,4.5,NULL,31,13.4,225.477,Y
11323,2013,TE,TE,ISIAH,WARD,77.5,250,22.7,4.65,33.125,9.125,78.375,23,31,1.7,2.72,6.92,35.5,9.11,4.32,11.52,22,8.6,228.787,Y
93966,2015,DE,DE,NICK,NUNN,75.13,275,23.7,4.87,33.875,10,81.375,19,33,1.71,2.79,7.39,31,9.03,4.58,NULL,16,17.9,225.827,Y
13961,2014,TE,TE,JACK,MURRAY,74.38,239,23.8,4.65,32.625,9.5,79.125,20,21,1.61,2.75,7.07,32,9.09,4.43,11.6,26,NULL,NULL,N
64027,2014,TE,TE,GEORGE,HAPLEA,75.88,257,23.5,4.77,32,9.75,78.75,23,33,1.67,2.75,7.26,31.5,9.03,4.42,11.97,20,NULL,NULL,N
99906,2015,WR,WR,JACOB,PATRICK,74.25,211,23.1,NULL,33.5,10.125,78.875,16,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,9.2,192.027,Y
14264,2014,DC,DC,WILLIAM,SWANSON,69.38,189,23.1,4.51,29.625,8.5,71.5,16,28,1.53,2.63,7.26,33.5,10,4.43,11.68,23,NULL,NULL,N
71350,2012,OLB,ILB,ROBERT,SORENSEN,73.63,247,22.8,4.53,33,9.5,79,22,32,1.66,2.72,7.03,33.5,9.06,4.28,11.58,27,11,218.038,Y
59829,2012,DE,FB,BLAIR,POTTER,70.25,246,25,5.09,31,9.625,74.5,19,24,1.69,2.93,7.18,28,9,4.38,NULL,26,NULL,NULL,N
83891,2014,OG,OG,CAMERON,GATES,74.63,301,24.5,5.15,33.25,9.625,78.75,33,39,1.81,3.06,7.94,27.5,8.02,4.71,NULL,33,NULL,NULL,N
17813,2013,DC,DC,KELVIN,NIX,72.13,195,23.5,4.58,32.625,10.75,75.375,13,41,1.56,2.64,6.79,39.5,10.02,4.13,11.27,15,NULL,NULL,N
29686,2012,PT,PT,KENNITH,MOORE,70.38,220,22.9,NULL,28,8.375,70.625,18,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
18143,2013,WR,WR,MELVIN,WILLIAMS,73.75,202,24.8,4.49,31.875,8,74.5,10,48,1.58,2.68,7.22,33.5,9.03,4.32,11.75,15,NULL,NULL,N
94890,2014,WR,WR,BRICETON,JAMES,72,183,23.1,4.43,32.5,9.125,78.125,17,30,1.5,2.57,7.14,40,10.09,4.47,11.44,15,NULL,NULL,N
41586,2014,OG,OG,DARIOUS,LEE,75.5,297,23.6,5.41,32.875,9.125,78.375,28,35,1.95,3.16,7.78,29.5,8.01,4.85,NULL,NULL,NULL,NULL,N
51802,2012,OT,OG,ADAM,CYRILLE,75.63,309,22,5.29,33.5,9.625,80,13,33,1.9,3.15,7.77,25,8.05,4.58,NULL,21,24.9,229.934,Y
75037,2014,RB,RB,DONTE,CLAY,68.88,204,24.2,4.7,30.5,9,73.125,12,NULL,1.71,2.83,7.35,28.5,9.01,4.57,12.06,18,NULL,NULL,N
32377,2014,TE,TE,JORDAN,KETCHUM,75.88,252,22.9,4.73,31.25,9,75.625,28,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
28691,2012,TE,TE,ALSTON,MACKEY,79,256,23.7,4.72,34.75,10.25,81,27,49,1.69,2.76,6.99,35.5,9.11,4.47,11.5,17,NULL,NULL,N
62998,2013,RB,RB,ADAM,COFFEY,68.75,201,22.4,4.44,31.125,9.625,73.5,35,35,1.44,2.51,6.71,41,10.09,4.06,10.81,20,NULL,NULL,N
48647,2014,DE,DE,DARRELL,NALL,73.25,281,23,5.06,32.125,8.875,76.75,8,29,1.77,2.81,7.74,32,8.1,4.64,NULL,NULL,NULL,NULL,N
92244,2013,OT,OT,CHRIS,RICHARDS,77.88,309,23.6,NULL,35.125,9.625,83.375,19,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
74517,2014,WR,WR,DAN,COLEMAN,69.25,178,24.6,4.53,30.25,9.25,72.75,14,22,1.64,2.68,7.01,36.5,9.1,4.1,11.33,12,NULL,NULL,N
42240,2014,DT,DT,ROBERT,JOSE,74,294,25,4.85,32.625,9.625,79.25,21,35,1.69,2.82,7.31,29.5,9,4.76,NULL,28,NULL,NULL,N
42515,2012,ILB,ILB,KENDRICK,GHOLSTON,72.38,224,23.5,4.48,31.625,9.25,75.375,24,26,1.58,2.64,7.26,40,10.05,4.33,NULL,20,NULL,NULL,N
82744,2012,OG,OG,NATHAN,MCCAIN,74,297,23.1,5.41,31.125,9.625,74.5,11,35,1.92,3.1,7.88,27,8.06,4.92,NULL,24,NULL,NULL,N
98820,2012,WR,WR,TAVON,TOOLEY,66.5,159,24.4,4.52,28.75,8.625,69.125,7,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,N
68178,2014,QB,QB,STEPHEN,FORTE,75.13,216,23.6,4.7,32.375,9.75,79,35,40,1.63,2.74,6.83,32.5,9.07,4.01,11.47,NULL,NULL,NULL,N
79271,2015,DE,OLB,AKEEM,LATTIMORE,76.88,271,22.5,4.72,34,10.625,82.375,20,21,1.67,2.72,7.07,34,10.01,4.28,11.7,24,19.1,219.83,Y
77893,2015,DS,DS,KJELBY,LUCAS,69.63,193,23.1,5.07,30.375,9.625,74.75,10,50,1.71,2.84,NULL,29,9.04,NULL,NULL,11,NULL,NULL,N
24743,2014,DE,DE,TROY,BOND,75.38,250,NULL,4.7,33.5,9.125,80.125,17,40,1.69,2.75,7.04,38.5,9.09,4.33,12.13,23,NULL,NULL,N
93533,2012,WR,WR,JOSH,MARTIN,73.88,199,22.2,4.44,33.25,10.25,79.25,20,30,1.58,2.62,6.81,33,9.04,4.11,11.47,22,5.3,188.61,Y
41396,2015,WR,WR,MICHAEL,SAMPSON,71.63,183,NULL,4.7,31.25,9.25,75,9,30,1.61,2.65,6.96,37.5,10.06,4.17,11.27,15,NULL,NULL,N
34497,2013,DE,OLB,LA'ROD,COOPER,73.5,254,22.9,4.85,31.875,10.125,76.25,14,42,1.67,2.83,7.25,30.5,9.02,4.66,NULL,25,NULL,NULL,N
84250,2014,WR,WR,KYLE,SCALES,74,225,NULL,4.57,32.375,9.5,78.25,16,NULL,1.59,2.67,7.21,38,10.03,4.41,11.85,18,NULL,NULL,N
91330,2015,DC,DC,ERIC,REID,72.63,177,22.3,4.58,31.25,9.375,74.25,14,19,1.57,2.52,7.24,37.5,11,4.32,11.26,14,NULL,NULL,N
47909,2015,DS,DS,JEREMIAH,HENDRICKS,71.63,208,24.9,4.59,30.875,9.25,73.625,23,34,NULL,2.54,7.16,33,9.1,4.33,NULL,16,NULL,NULL,N
73003,2014,OT,OT,JOSH,BERNTHALER,78.75,309,23.6,NULL,32.25,9.625,78.75,27,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
60492,2012,WR,WR,JOSH,PORTER,75.13,210,22,4.6,31.25,9.5,76,31,43,1.63,2.71,7.07,35,9.11,4.2,12,8,NULL,NULL,N
46052,2012,DE,OLB,JEFFREY,JACKSON,75.38,262,22.7,4.96,32.25,10.25,77.75,20,22,1.82,2.82,7.15,37,10,4.26,11.7,27,NULL,NULL,N
85675,2013,OLB,ILB,JEREMIAH,CATALON,72.38,238,23.5,NULL,30.625,9.75,77.375,22,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
73129,2015,OG,OG,KAMERON,HAYES,73.88,319,25.3,5.56,31.75,9.625,75.625,20,31,1.94,3.18,8.25,20.5,7.08,4.7,NULL,33,NULL,NULL,N
54190,2012,FB,RB,DONYAE,DAVIS,70.88,259,23.1,4.7,31,9,74,18,43,1.63,2.75,7.4,30,9.02,4.4,12.53,27,NULL,NULL,N
30669,2013,OT,OG,KEVONTE,LEE,75.63,307,22.2,5.07,33.375,10.375,78.25,32,42,1.8,2.96,7.48,29.5,9.01,4.69,NULL,29,23.5,234.176,Y
91161,2014,WR,WR,MALCOLM,SCHOTT,72.25,182,23.8,4.52,34.25,8.75,78,12,41,1.58,2.66,7.31,34,9.11,4.45,11.68,9,NULL,NULL,N
